[rosmaster.main][INFO] 2018-06-14 14:05:28,812: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2018-06-14 14:05:28,812: Starting ROS Master Node
[rosmaster.master][INFO] 2018-06-14 14:05:29,510: +PARAM [/robot/left_joint_position_controller/joints/left_s1_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,510: +PARAM [/robot/right_gripper_controller/joints/r_gripper_l_finger_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,510: +PARAM [/robot/right_joint_position_controller/joints/right_e1_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,510: +PARAM [/robot/left_joint_velocity_controller/joints/left_w1_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,511: +PARAM [/robot/left_joint_velocity_controller/joints/left_e1_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,511: +PARAM [/robot/right_joint_position_controller/joints/right_w1_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,511: +PARAM [/robot/left_joint_velocity_controller/joints/left_s0_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,511: +PARAM [/robot/left_gripper_controller/topic] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,511: +PARAM [/robot/right_joint_position_controller/joints/right_s1_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,511: +PARAM [/robot_config/left_config/joint_names] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,511: +PARAM [/robot/left_joint_position_controller/type] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,512: +PARAM [/robot/left_e1_position_controller/type] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,512: +PARAM [/robot/left_joint_velocity_controller/joints/left_s0_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,512: +PARAM [/robot/left_joint_velocity_controller/joints/left_w2_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,512: +PARAM [/robot/left_joint_velocity_controller/joints/left_e1_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,512: +PARAM [/robot/left_s0_position_controller/type] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,512: +PARAM [/robot/left_joint_velocity_controller/joints/left_e1_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,512: +PARAM [/robot/left_joint_velocity_controller/joints/left_e1_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,512: +PARAM [/robot/right_joint_position_controller/joints/right_s0_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,513: +PARAM [/robot/left_e0_position_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,513: +PARAM [/root_name] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,513: +PARAM [/robot/right_joint_position_controller/joints/right_w1_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,513: +PARAM [/robot/right_joint_velocity_controller/joints/right_e0_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,513: +PARAM [/robot/left_joint_velocity_controller/joints/left_w2_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,513: +PARAM [/robot/left_w0_position_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,514: +PARAM [/robot_description] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,514: +PARAM [/robot/left_w1_position_controller/type] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,514: +PARAM [/robot/right_joint_velocity_controller/joints/right_w2_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,514: +PARAM [/robot/left_joint_effort_controller/type] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,514: +PARAM [/robot/right_joint_position_controller/joints/right_w0_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,514: +PARAM [/robot/left_joint_position_controller/joints/left_w0_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,514: +PARAM [/robot/right_joint_position_controller/joints/right_w1_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,515: +PARAM [/robot/right_s1_position_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,515: +PARAM [/robot/left_joint_velocity_controller/joints/left_w2_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,515: +PARAM [/robot/left_gripper_controller/joints/l_gripper_r_finger_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,515: +PARAM [/robot/right_joint_velocity_controller/joints/right_w2_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,515: +PARAM [/robot/left_joint_velocity_controller/joints/left_w2_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,515: +PARAM [/robot/right_s1_position_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,515: +PARAM [/robot/right_joint_position_controller/joints/right_e0_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,516: +PARAM [/robot/right_joint_position_controller/joints/right_w1_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,516: +PARAM [/robot/left_joint_velocity_controller/joints/left_w0_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,516: +PARAM [/robot/right_joint_velocity_controller/joints/right_w2_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,516: +PARAM [/robot/left_joint_position_controller/joints/left_s0_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,516: +PARAM [/robot/head_position_controller/type] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,516: +PARAM [/robot/left_gripper_controller/joints/l_gripper_l_finger_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,516: +PARAM [/robot/left_joint_effort_controller/joints/left_s0_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,516: +PARAM [/robot/right_joint_velocity_controller/joints/right_s1_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,517: +PARAM [/robot/left_s1_position_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,517: +PARAM [/robot/left_joint_velocity_controller/joints/left_s0_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,517: +PARAM [/robot/right_s0_position_controller/type] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,517: +PARAM [/robot/right_joint_velocity_controller/joints/right_s1_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,519: +PARAM [/robot/left_joint_effort_controller/joints/left_w2_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,519: +PARAM [/robot/left_joint_position_controller/joints/left_s0_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,520: +PARAM [/robot/left_s1_position_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,520: +PARAM [/robot/left_joint_velocity_controller/joints/left_w0_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,520: +PARAM [/robot/left_s1_position_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,520: +PARAM [/robot/left_joint_position_controller/joints/left_s0_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,520: +PARAM [/robot/right_joint_velocity_controller/joints/right_s1_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,520: +PARAM [/robot/left_w0_position_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,520: +PARAM [/robot/left_joint_effort_controller/joints/left_s1_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2018-06-14 14:05:29,521: +PARAM [/robot/left_e0_position_controller/pid/i] by /roslaunch
